arquivo;diretorio;tamanho_pasta;tamanho_identificado;grupo;tipo_classificacao;subtipo;material_aparente;cor_predominante;manga;perna_ou_pezinho;fechamento;estampa_ou_detalhes;quantidade;confianca;observacoes
3-6/Macaquinho_Jardineira_Curto_Sem_Manga_Poá_Verde_Limão.jpeg;3-6;3-6;Não Visível;Macaquinho/Jardineira;Macaquinho Curto Sem Manga;Macaquinho Poá com Botões;Algodão;Verde Limão;Sem Manga;Curta;Botões de Pressão frontais e entrepernas;Poá branco e laços rosa;1;Alta;"Etiqueta Simple Joys visível; tamanho não legível"
3-6/Macaquinho_Jardineira_Curto_Manga_Curta_Poá_Azul_Marinho.jpeg;3-6;3-6;Não Visível;Macaquinho/Jardineira;Macaquinho Curto Manga Curta;Macaquinho Poá com Botões;Algodão;Azul Marinho;Manga Curta;Curta;Botões de Pressão frontais e entrepernas;Poá branco e laços rosa;1;Alta;"Etiqueta Simple Joys visível; tamanho não legível"
3-6/Macaquinho_Jardineira_Curto_Manga_Curta_Listrado_Rosa.jpeg;3-6;3-6;Não Visível;Macaquinho/Jardineira;Macaquinho Curto Manga Curta;Macaquinho Listrado com Botões;Algodão;Rosa e Branco;Manga Curta;Curta;Botões de Pressão frontais e entrepernas;Listras rosa e patch de libélula;1;Alta;"Etiqueta Simple Joys visível; tamanho não legível"
3-6/Macacão_Inverno_com_Pezinho_Fleece_Plush_Rosa_Claro.jpeg;3-6;3-6;Não Visível;Macacão;Macacão Inverno com Pezinho;Macacão Fleece/Plush Liso;Fleece/Soft;Rosa Claro;Manga Longa;Comprida com Pezinho;Zíper Frontal;Patch pequeno no peito;1;Alta;Tamanho não legível na imagem
3-6/Macaquinho_Jardineira_Curto_Manga_Curta_Básico_Bege.jpeg;3-6;3-6;M;Macaquinho/Jardineira;Macaquinho Curto Manga Curta;Macaquinho Básico com Patch;Algodão;Bege;Manga Curta;Curta;Botões de Pressão entrepernas;Patch pequeno de coruja;1;Alta;Etiqueta Kidstok M visível
3-6/Frio_Linha_Casaco_Jaqueta_de_Frio_com_Capuz_Gatinha.jpeg;3-6;3-6;6M;Frio/Linha;Casaco/Jaqueta de Frio;Casaco com Capuz e Patch de Gatinha;Tricô/Soft;Off-White;Manga Longa;Não Aplicável;Botões Laterais;Capuz com pompom, forro pelúcia e gatinha bordada;1;Alta;Etiqueta 6M visível
3-6/Body_Manga_Curta_com_Babados_Poá_Gatinha.jpeg;3-6;3-6;Não Visível;Body;Body Manga Curta;Body com Babados;Algodão;Off-White;Manga Curta;Sem Perna;Botões de Pressão entrepernas;Poá delicado e patch de gatinha;1;Média;"Tamanho não legível; detalhes pequenos parcialmente visíveis"
3-6/Body_Manga_Curta_Estampado_Personagens_Unicórnios_e_Arco_Íris.jpeg;3-6;3-6;Não Visível;Body;Body Manga Curta;Body Estampado/Personagens;Algodão;Branco;Manga Curta;Sem Perna;Botões de Pressão entrepernas;Estampa de unicórnios e arco-íris;1;Alta;Tamanho não legível na imagem
3-6/Frio_Linha_Casaco_Cardigã_de_Linha_Tricô_Floral.jpeg;3-6;3-6;Não Visível;Frio/Linha;Casaco/Cardigã de Linha;Cardigã de Tricô Floral;Linha/Tricô;Off-White com Flores Coloridas;Manga Longa;Não Aplicável;Botões Frontais;Flores coloridas bordadas;1;Alta;"Etiqueta Bout'Chou visível; tamanho não legível"
3-6/Body_Manga_Curta_Estampado_Pássaros_e_Folhagens.jpeg;3-6;3-6;Não Visível;Body;Body Manga Curta;Body Estampado;Algodão;Verde Claro;Manga Curta;Sem Perna;Botões de Pressão entrepernas;Estampa delicada de pássaros e folhagens;1;Média;"Tamanho não legível; estampa pequena parcialmente visível"
3-6/Conjunto_Vestido_e_Body_Manga_Longa_Jardineira_com_Coelho.jpeg;3-6;3-6;Não Visível;Conjunto;Conjunto Vestido e Body Manga Longa;Vestido Jardineira com Coelho e Body Manga Longa com Gola;Algodão/Cotelê;Branco e Bege;Manga Longa;Saia Curta/Rodada;Não Visível;Coelho de pelúcia na jardineira e gola bordada;1;Alta;"Etiqueta presente, tamanho não legível; classificado como conjunto"
3-6/Body_Manga_Curta_Estampado_Rosa.jpeg;3-6;3-6;Não Visível;Body;Body Manga Curta;Body Estampado;Algodão;Rosa Claro;Manga Curta;Sem Perna;Botões de Pressão entrepernas;Estampa pequena rosa;1;Média;"Tamanho não legível; estampa pequena parcialmente visível"
3-6/Body_Manga_Curta_Listrado_Bege_e_Branco.jpeg;3-6;3-6;Não Visível;Body;Body Manga Curta;Body Listrado;Algodão;Bege e Branco;Manga Curta;Sem Perna;Botões de Pressão entrepernas;Listras finas horizontais;1;Alta;Tamanho não legível na imagem
3-6/Body_Manga_Curta_Estampado_Poá_Bege_Claro.jpeg;3-6;3-6;Não Visível;Body;Body Manga Curta;Body Estampado/Poá;Algodão;Bege Claro;Manga Curta;Sem Perna;Botões de Pressão entrepernas;Poá branco delicado;1;Alta;Tamanho não legível na imagem
3-6/Body_Manga_Curta_Estampado_Floral_Verde_Claro.jpeg;3-6;3-6;Não Visível;Body;Body Manga Curta;Body Estampado Floral;Algodão;Verde Claro;Manga Curta;Sem Perna;Botões de Pressão entrepernas;Estampa floral pequena;1;Alta;Tamanho não legível na imagem
3-6/Body_Manga_Longa_Estampado_Frase_Futura_Veterinária.jpeg;3-6;3-6;M;Body;Body Manga Longa;Body Estampado/Frase;Algodão;Branco;Manga Longa;Sem Perna;Botões de Pressão entrepernas;"Frase ""Futura Veterinária igual a Mamãe"" com patinhas e estetoscópio";1;Alta;Etiqueta M visível
3-6/Conjunto_Body_Manga_Curta_Blusa_com_Capuz_e_Calça_Listrado_Amarelo.jpeg;3-6;3-6;Não Visível;Conjunto;Conjunto Body Manga Curta, Blusa com Capuz e Calça;Body Listrado, Blusa com Capuz e Calça;Algodão/Plush;Branco e Amarelo;Manga Longa;Calça Comprida sem Pezinho;Zíper Frontal e Elástico na Calça;Body listrado amarelo, blusa com capuz e calça branca;1;Alta;"Conjunto Carter's; tamanho não legível"
3-6/Body_Manga_Curta_Estampado_Frase_Vovô_Trilheiro.jpeg;3-6;3-6;Não Visível;Body;Body Manga Curta;Body Estampado/Frase;Algodão;Branco;Manga Curta;Sem Perna;Botões de Pressão entrepernas;"Frase ""Vovô Trilheiro""";1;Alta;Etiqueta/tamanho não legível
3-6/Conjunto_Macacão_Body_e_Babador_Elefante_e_Animais.jpeg;3-6;3-6;Não Visível;Conjunto;Conjunto Macacão, Body e Babador;Macacão com Pezinho, Body Manga Curta e Babador;Algodão;Off-White, Cinza e Amarelo;Manga Longa;Comprida com Pezinho;Botões de Pressão;Elefante no babador, body listrado e macacão com animais;1;Alta;Classificado como conjunto e itens descritos no subtipo
3-6/Conjunto_Casaco_Calça_e_Sapatinho_de_Linha_Rosa_Claro.jpeg;3-6;3-6;Não Visível;Conjunto;Conjunto Casaco, Calça e Sapatinho de Linha;Cardigã de Tricô, Calça com Pezinho e Sapatinhos;Linha/Tricô;Rosa Claro e Off-White;Manga Longa;Calça Comprida com Pezinho;Botões Frontais;Laços e detalhes rosa no cardigã;1;Alta;Classificado como conjunto e itens descritos no subtipo
3-6/Calçado_Tênis_Sapatinho_Veludo_Cotelê_Rosa.jpeg;3-6;3-6;Não Visível;Calçado;Tênis/Sapatinho;Par de Tênis de Veludo/Cotelê;Veludo/Cotelê;Rosa/Coral;Não Aplicável;Pezinhos;Velcro;Par de tênis rosa com tiras;1;Alta;Par agrupado como um item de calçado
3-6/Body_Manga_Curta_Estampado_Personagens_Buzz_Lightyear.jpeg;3-6;3-6;M;Body;Body Manga Curta;Body Estampado/Personagens;Algodão;Branco, Verde e Preto;Manga Curta;Sem Perna;Botões de Pressão entrepernas;Fantasia/personagem Buzz Lightyear;1;Alta;Etiqueta M e 100% algodão visíveis
3-6/Body_Manga_Curta_Estampado_Personagens_Woody.jpeg;3-6;3-6;M;Body;Body Manga Curta;Body Estampado/Personagens;Algodão;Amarelo, Vermelho e Azul;Manga Curta;Sem Perna;Botões de Pressão entrepernas;Fantasia/personagem Woody;1;Alta;Etiqueta M visível
Sem Idade/Enxoval_Banho_Toalha_com_Capuz_Kit_2_Toalhas_Carters_Rosa.jpeg;Sem Idade;Sem Idade;One Size;Enxoval/Banho;Toalha com Capuz;Kit 2 Toalhas com Capuz;Algodão/Poliéster;Rosa Claro;Não Aplicável;Não Aplicável;Sem Fechamento;Kit 2 toalhas com capuz Carter's, 76 cm x 76 cm;1;Alta;"Embalagem indica One Size e 2 hooded towels; item sem idade específica"
Sem Idade/Sono_Enxoval_Saco_de_Dormir_Swaddle_0_3_Meses_Rosa.jpeg;Sem Idade;Sem Idade;0-3 Meses;Sono/Enxoval;Saco de Dormir;Saco de Dormir Swaddle;Malha/Algodão Aparente;Rosa;Não Aplicável;Envolve o Corpo;Ajustável/Envelopado;Embalagem Casulo de Anjo, modelo Swaddle;1;Alta;Embalagem indica 0-3 meses
Sem Idade/Sono_Enxoval_Saco_de_Dormir_Casulo_6_12_Meses_Rosa.jpeg;Sem Idade;Sem Idade;6-12 Meses;Sono/Enxoval;Saco de Dormir;Saco de Dormir Casulo;Malha/Algodão Aparente;Rosa;Não Aplicável;Envolve o Corpo;Zíper/Fechamento Lateral Aparente;Embalagem Casulo de Anjo com bordado de asas;1;Alta;Embalagem indica 6-12 meses
Sem Idade/Calçado_Meia_Sapatinho_Antiderrapante_Coelho_Cinza.jpeg;Sem Idade;Sem Idade;3-12 Meses;Calçado;Meia/Sapatinho Antiderrapante;Par de Meia Sapatinho Coelho;Algodão/Plush;Cinza e Branco;Não Aplicável;Pezinhos;Sem Fechamento;Rostinho de coelho cinza em relevo;1;Média;"Etiqueta aparenta indicar 3 a 12 meses, mas está parcialmente virada; personagem corrigido para coelho pelo usuário"
Sem Idade/Calçado_Meia_Sapatinho_Antiderrapante_Raposinha.jpeg;Sem Idade;Sem Idade;Não Visível;Calçado;Meia/Sapatinho Antiderrapante;Par de Meia Sapatinho Raposinha;Algodão/Plush;Branco e Cinza;Não Aplicável;Pezinhos;Sem Fechamento;Rostinho de raposinha/gatinho;1;Alta;Tamanho não visível na imagem
Sem Idade/Calçado_Meia_Sapatinho_Antiderrapante_Ursinho.jpeg;Sem Idade;Sem Idade;Não Visível;Calçado;Meia/Sapatinho Antiderrapante;Par de Meia Sapatinho Ursinho;Algodão/Plush;Branco;Não Aplicável;Pezinhos;Sem Fechamento;Rostinho de ursinho em relevo;1;Alta;Tamanho não visível na imagem
Sem Idade/Meia_Longa_com_Laço_Branca.jpeg;Sem Idade;Sem Idade;Não Visível;Meia;Meia Longa;Meia Longa com Laço;Algodão/Renda;Branco;Não Aplicável;Meia Longa;Sem Fechamento;Renda no punho e laço branco;1;Alta;Tamanho não visível na imagem
Sem Idade/Meia_Longa_com_Laço_Rosa_Claro.jpeg;Sem Idade;Sem Idade;Não Visível;Meia;Meia Longa;Meia Longa com Laço;Algodão/Renda;Rosa Claro;Não Aplicável;Meia Longa;Sem Fechamento;Renda no punho e laço de veludo rosa;1;Alta;Tamanho não visível na imagem
Sem Idade/Meia_Longa_com_Laço_Bege.jpeg;Sem Idade;Sem Idade;Não Visível;Meia;Meia Longa;Meia Longa com Laço;Algodão/Renda;Bege;Não Aplicável;Meia Longa;Sem Fechamento;Renda no punho e laço amarelo claro;1;Alta;Tamanho não visível na imagem
Sem Idade/Meia_Longa_com_Laço_Preta.jpeg;Sem Idade;Sem Idade;Não Visível;Meia;Meia Longa;Meia Longa com Laço;Algodão/Renda;Preto;Não Aplicável;Meia Longa;Sem Fechamento;Renda no punho e laço de veludo preto;1;Alta;Tamanho não visível na imagem
Sem Idade/Enxoval_Banho_Toalha_com_Capuz_Ovelhinha_Branca.jpeg;Sem Idade;Sem Idade;0-36 Meses;Enxoval/Banho;Toalha com Capuz;Toalha com Capuz Ovelhinha;Algodão/Soft;Branco;Não Aplicável;Não Aplicável;Sem Fechamento;Capuz com rosto de ovelhinha e bordado protegido;1;Alta;Embalagem indica 0-36 meses e toalha capuz Power Sec
Sem Idade/Calçado_Meia_Sapatinho_Antiderrapante_Coruja_Cinza.jpeg;Sem Idade;Sem Idade;Não Visível;Calçado;Meia/Sapatinho Antiderrapante;Par de Meia Sapatinho Coruja;Algodão/Plush;Cinza;Não Aplicável;Pezinhos;Sem Fechamento;Rostinho de coruja em relevo;1;Alta;Tamanho não visível na imagem
Sem Idade/Enxoval_Banho_Cueiro_Kit_Cueiros_Carters_Rosa_e_Floral.jpeg;Sem Idade;Sem Idade;Não Aplicável;Enxoval/Banho;Cueiro;Kit de Cueiros Carter's;Algodão;Rosa, Branco e Floral;Não Aplicável;Não Aplicável;Sem Fechamento;Kit de cueiros com estampa floral, listras e peças lisas;1;Média;"Nome original indica cueiro; embalagem Carter's visível, mas quantidade não está legível"
Sem Idade/Conjunto_Manta_e_Naninha_Manta_Plush_e_Ursinho.jpeg;Sem Idade;Sem Idade;3M+;Conjunto;Conjunto Manta e Naninha;Manta Plush e Ursinho Naninha;Plush/Soft;Off-White e Bege;Não Aplicável;Não Aplicável;Sem Fechamento;Manta felpuda com ursinho naninha e laço;1;Alta;"Classificado como conjunto por conter manta e naninha; etiqueta Daju aparenta 3M+"
Sem Idade/Sono_Enxoval_Manta_Inverno_Plush_Canelada_Rosa.jpeg;Sem Idade;Sem Idade;Não Aplicável;Sono/Enxoval;Manta Inverno;Manta Plush Canelada;Plush/Soft;Rosa Claro e Off-White;Não Aplicável;Não Aplicável;Sem Fechamento;Manta rosa canelada com forro off-white felpudo;1;Alta;"Nome original indica manta; item sem idade específica"
Sem Idade/Conjunto_Pano_de_Boca_e_Babinha_Kit_Babinhas_e_Panos_de_Boca.jpeg;Sem Idade;Sem Idade;Não Aplicável;Conjunto;Conjunto Pano de Boca e Babinha;Kit Babinhas e Panos de Boca;Algodão/Fralda;Branco e Rosa;Não Aplicável;Não Aplicável;Sem Fechamento;Bordado de borboleta, estampas florais e xadrez;1;Alta;"Vários itens na imagem; classificado como conjunto e itens descritos no subtipo"
Sem Idade/Conjunto_Faixas_de_Cabelo_Kit_Faixas_Sortidas_com_Laço.jpeg;Sem Idade;Sem Idade;Não Aplicável;Conjunto;Conjunto Faixas de Cabelo;Kit Faixas Sortidas com Laço;Tecido/Gorgurão e Elástico;Multicolorido;Não Aplicável;Não Aplicável;Elástico;Várias faixas coloridas com laços de gorgurão;1;Alta;"Vários itens do mesmo tipo; classificado como conjunto"
Sem Idade/Acessório_Faixa_de_Cabelo_com_Laço_Verde_Claro.jpeg;Sem Idade;Sem Idade;Não Aplicável;Acessório;Faixa de Cabelo;Faixa com Laço;Tecido/Gorgurão e Elástico;Verde Claro;Não Aplicável;Não Aplicável;Elástico;Laço verde claro em embalagem Hey BB;1;Alta;Item sem idade específica
Sem Idade/Acessório_Faixa_de_Cabelo_com_Laço_e_Flor_Rosa.jpeg;Sem Idade;Sem Idade;Não Aplicável;Acessório;Faixa de Cabelo;Faixa com Laço e Flor;Tecido/Gorgurão e Elástico;Rosa;Não Aplicável;Não Aplicável;Elástico;Laço rosa com flor branca bordada;1;Alta;Item sem idade específica
Sem Idade/Acessório_Faixa_de_Cabelo_Personalizada_Isabel.jpeg;Sem Idade;Sem Idade;Não Aplicável;Acessório;Faixa de Cabelo;Faixa Personalizada Isabel;Tecido/Gorgurão e Elástico;Branco;Não Aplicável;Não Aplicável;Elástico;Nome Isabel, flores bordadas e aplicações brilhantes;1;Alta;"Item sem idade específica; embalagem personalizada Isabel"
Sem Idade/Conjunto_Faixas_de_Cabelo_Cartela_Laços_Coloridos.jpeg;Sem Idade;Sem Idade;Não Aplicável;Conjunto;Conjunto Faixas de Cabelo;Cartela de Faixas com Laços Coloridos;Tecido/Gorgurão e Elástico;Multicolorido;Não Aplicável;Não Aplicável;Elástico;Cartela com várias faixas e laços coloridos;1;Alta;"Vários itens do mesmo tipo; classificado como conjunto"
0-3/Conjunto_Body_Manga_Curta_Casaco_com_Capuz_e_Calça_Flamingos_Coral.jpg;0-3;0-3;Não Visível;Conjunto;Conjunto Body Manga Curta, Casaco com Capuz e Calça;Body de Flamingos, Casaco com Capuz e Calça Listrada;Algodão/Moletom;Coral, Off-White e Rosa;Manga Curta e Manga Longa;Calça Comprida sem Pezinho;Zíper no casaco e botões de pressão no body;Flamingos, capuz com carinha e calça listrada;1;Alta;Etiqueta presente, mas tamanho não legível na foto
0-3/Conjunto_2_Bodies_Manga_Longa_e_Calça_Gatinha_Animal_Print.jpg;0-3;0-3;Não Visível;Conjunto;Conjunto 2 Bodies Manga Longa e Calça;2 Bodies Manga Longa e Calça Animal Print;Algodão;Off-White, Preto e Bege;Manga Longa;Calça Comprida;Botões de pressão nos bodies e elástico na calça;Body de gatinha, body preto com bolso e calça animal print;1;Alta;Etiqueta Carter's visível, mas tamanho não legível na foto
0-3/Meia_com_Babado_Tule_Preto.jpg;0-3;0-3;0 a 4 meses;Meia;Meia com Babado;Meia Puket com Babado/Tule;Algodão/Tule;Preto;Não Aplicável;Par de Meias;Sem Fechamento;Babado/tule preto e etiqueta Puket;1;Alta;Etiqueta indica 0 a 4 meses
0-3/Conjunto_Meias_6_Kits_2_Pares_Lupo_Branco.jpg;0-3;0-3;0 a 4 meses;Conjunto;Conjunto de Meias;6 Kits de 2 Pares de Meia Curta;Algodão;Branco;Não Aplicável;12 Pares de Meias;Sem Fechamento;Seis embalagens Lupo Baby com 2 pares cada;1;Alta;"Etiqueta indica 0 a 4 meses; quantidade detalhada no subtipo"
0-3/Acessório_Touca_Personalizada_Isabel_Branca.jpg;0-3;0-3;Não Visível;Acessório;Touca;Touca Personalizada com Nome;Algodão/Malha;Branco e Caramelo;Não Aplicável;Não Aplicável;Sem Fechamento;Nome Isabel bordado e laço caramelo;1;Alta;Arquivo original citava luvas, mas a foto mostra principalmente touca personalizada
3-6/Macaquinho_Curto_Manga_Curta_Corações_Vermelhos_Zíper.jpg;3-6;3-6;Não Visível;Macaquinho/Jardineira;Macaquinho Curto Manga Curta;Macaquinho com Zíper e Corações;Algodão;Branco e Vermelho;Manga Curta;Curta;Zíper Frontal;Corações vermelhos, acabamento vermelho nas mangas e patch LOVE;1;Alta;Etiqueta interna parcialmente visível, tamanho não legível
3-6/Conjunto_Body_Manga_Longa_e_Calça_Raposinha_Off_White.jpg;3-6;3-6;M;Conjunto;Conjunto Body Manga Longa e Calça;Body Manga Longa e Calça com Pezinho Raposinha;Algodão;Off-White e Marrom;Manga Longa;Calça Comprida com Pezinho;Botões de pressão no body e elástico na calça;Apliques de raposinha no body, na calça e nos pezinhos;1;Alta;Etiqueta interna mostra M, sem conversão clara de idade
3-6/Body_Manga_Curta_Estampado_Poá_Rosa_com_Bolsinho_Bichinho.jpg;3-6;3-6;Não Visível;Body;Body Manga Curta;Body Estampado Poá;Algodão;Rosa Claro;Manga Curta;Sem Perna;Botões de pressão entrepernas;Poás rosa e bolsinho com carinha de bichinho;1;Alta;Etiqueta Carter's visível, mas tamanho não legível na foto
3-6/Body_Manga_Curta_Básico_Liso_Cinza_Claro.jpg;3-6;3-6;Não Visível;Body;Body Manga Curta;Body Básico Liso;Algodão;Cinza Claro;Manga Curta;Sem Perna;Botões de pressão entrepernas;Liso básico;1;Alta;Etiqueta Carter's visível, mas tamanho não legível na foto
3-6/Body_Manga_Curta_Estampado_Poá_Cinza_com_Bolsinho_Bichinho.jpg;3-6;3-6;6M;Body;Body Manga Curta;Body Estampado Poá;Algodão;Cinza Claro;Manga Curta;Sem Perna;Botões de pressão entrepernas;Poás cinza e bolsinho com carinha de bichinho;1;Alta;Etiqueta Carter's 6M visível
3-6/Body_Manga_Curta_Básico_Liso_Verde_Claro.jpg;3-6;3-6;6M;Body;Body Manga Curta;Body Básico Liso;Algodão;Verde Claro;Manga Curta;Sem Perna;Botões de pressão entrepernas;Liso básico;1;Alta;Etiqueta Carter's 6M parcialmente visível
3-6/Body_Manga_Curta_Estampado_Poá_Amarelo_com_Bolsinho_Bichinho.jpg;3-6;3-6;6M;Body;Body Manga Curta;Body Estampado Poá;Algodão;Amarelo Claro;Manga Curta;Sem Perna;Botões de pressão entrepernas;Poás amarelos e bolsinho com carinha de bichinho;1;Alta;Etiqueta Carter's 6M visível
6-9/Body_Manga_Curta_Listrado_Preto_e_Branco.jpg;6-9;6-9;9M;Body;Body Manga Curta;Body Listrado;Algodão;Preto e Branco;Manga Curta;Sem Perna;Botões de pressão entrepernas;Listras finas horizontais;1;Alta;Etiqueta Carter's 9M visível
6-9/Body_Manga_Curta_Estampado_Borboletas_Preto_e_Branco.jpg;6-9;6-9;9M;Body;Body Manga Curta;Body Estampado/Animais;Algodão;Off-White e Preto;Manga Curta;Sem Perna;Botões de pressão entrepernas;Estampa de borboletas grandes;1;Alta;Peça Carter's da mesma remessa 9M
6-9/Body_Manga_Curta_Estampado_Frase_Pequena_Off_White.jpg;6-9;6-9;9M;Body;Body Manga Curta;Body Estampado/Frase;Algodão;Off-White e Preto;Manga Curta;Sem Perna;Botões de pressão entrepernas;Palavras/frases pequenas repetidas;1;Alta;Peça Carter's da mesma remessa 9M
6-9/Body_Manga_Curta_Estampado_Floral_Preto_e_Branco.jpg;6-9;6-9;9M;Body;Body Manga Curta;Body Estampado Floral;Algodão;Off-White e Preto;Manga Curta;Sem Perna;Botões de pressão entrepernas;Estampa floral preta miúda;1;Alta;Peça Carter's da mesma remessa 9M
6-9/Body_Manga_Curta_Estampado_Folhagens_Preto.jpg;6-9;6-9;9M;Body;Body Manga Curta;Body Estampado Folhagens;Algodão;Preto e Branco;Manga Curta;Sem Perna;Botões de pressão entrepernas;Estampa branca de folhagens sobre fundo preto;1;Alta;Peça Carter's da mesma remessa 9M
RN/Macacão_com_Pezinho_Algodão_Estampado_Floral_Delicado.jpg;RN;RN;Não Visível;Macacão;Macacão com Pezinho;Macacão Algodão Estampado Floral Delicado;Algodão;Off-White com Floral Rosa e Verde;Manga Longa;Comprida com Pezinho;Zíper/Botões Frontais Prováveis;Estampa floral delicada e etiqueta Carter's;1;Média;Tamanho e fechamento não ficaram totalmente legíveis na foto
RN/Macacão_com_Pezinho_Algodão_Canelado_Rosa_Claro.jpg;RN;RN;Não Visível;Macacão;Macacão com Pezinho;Macacão Algodão Canelado;Algodão Canelado;Rosa Claro;Manga Longa;Comprida com Pezinho;Zíper Frontal;Canelado liso;1;Alta;Sem etiqueta de tamanho legível
RN/Macacão_com_Pezinho_Algodão_Estampado_Poá_Rosa.jpg;RN;RN;Não Visível;Macacão;Macacão com Pezinho;Macacão Algodão Estampado Poá;Algodão;Rosa com Poás Brancos;Manga Longa;Comprida com Pezinho;Zíper Frontal;Poás brancos pequenos;1;Alta;Sem etiqueta de tamanho legível
RN/Macacão_com_Pezinho_Algodão_Estampado_Moranguinhos_e_Flores.jpg;RN;RN;NB;Macacão;Macacão com Pezinho;Macacão Algodão Estampado Moranguinhos e Flores;Algodão;Rosa Claro com Vermelho e Branco;Manga Longa;Comprida com Pezinho;Zíper Frontal;Moranguinhos/flores e etiqueta Carter's NB;1;Alta;Etiqueta Carter's NB visível
RN/Macacão_com_Pezinho_Algodão_Listrado_Ovelhinha.jpg;RN;RN;Não Visível;Macacão;Macacão com Pezinho;Macacão Algodão Listrado Ovelhinha;Algodão;Off-White e Cinza Claro;Manga Longa;Comprida com Pezinho;Zíper Frontal;Listras finas e aplique de ovelhinha;1;Alta;Etiqueta Carter's visível, mas tamanho não legível na foto
Sem Idade/Enxoval_Banho_Roupão_com_Capuz_Pato_Off_White.jpg;Sem Idade;Sem Idade;0-9m;Enxoval/Banho;Roupão com Capuz;Roupão com Capuz de Pato;Felpa/Toalha;Off-White e Amarelo Claro;Manga Longa;Não Aplicável;Faixa/Cinto;Capuz com carinha de pato e punhos listrados;1;Alta;Etiqueta indica 0-9m
Sem Idade/Conjunto_Faixas_de_Cabelo_Kit_10_Laços_Pastel.jpg;Sem Idade;Sem Idade;Não Aplicável;Conjunto;Conjunto Faixas de Cabelo;Kit 10 Laços Pequenos;Tecido/Gorgurão;Multicolor Pastel;Não Aplicável;Não Aplicável;Presilha/Elástico não visível;10 laços pequenos visíveis em embalagem Mellany Kids;1;Alta;Atualizado também na tabela específica de laços, contando as 10 unidades visíveis
Sem Idade/Conjunto_Babadores_Bandana_Kit_Colorido.jpg;Sem Idade;Sem Idade;Não Aplicável;Conjunto;Conjunto Babadores Bandana;Kit Babadores Bandana Coloridos;Algodão;Multicolor;Não Aplicável;Não Aplicável;Botão de pressão no pescoço;Seis babadores bandana em cores variadas;1;Alta;Itens sobrepostos, mas seis babadores são visíveis
Sem Idade/Sono_Enxoval_Jogo_de_Lençol_Branco.jpg;Sem Idade;Sem Idade;Não Aplicável;Sono/Enxoval;Jogo de Lençol;Jogo de Lençol Branco;Algodão;Branco;Não Aplicável;Não Aplicável;Sem Fechamento;Jogo de lençol branco em embalagem;1;Alta;Item de enxoval sem faixa de idade visível
Sem Idade/Sono_Enxoval_Manta_Soft_Personalizada_Isabel_Rosa.jpg;Sem Idade;Sem Idade;Não Aplicável;Sono/Enxoval;Manta Soft;Manta Soft Personalizada Isabel;Soft/Plush;Rosa Claro e Off-White;Não Aplicável;Não Aplicável;Sem Fechamento;Textura de bolinhas, bordado Isabel e acabamento off-white;1;Alta;Manta personalizada sem etiqueta de tamanho visível
Sem Idade/Conjunto_Paninhos_de_Boca_Paninhos_de_Ombro_e_Cueiros_Mima_e_Nina.jpg;Sem Idade;Sem Idade;Não Aplicável;Conjunto;Conjunto Paninhos de Boca, Paninhos de Ombro e Cueiros;Kit 24 Paninhos de Boca, 5 Paninhos de Ombro e 5 Cueiros;Fralda/Algodão;Multicolor Estampado;Não Aplicável;Não Aplicável;Sem Fechamento;Estampas de corações, laços, flores, cogumelos e tecidos lisos;1;Média;"Quantidade informada pelo nome original do arquivo; itens organizados em colunas na foto"
Sem Idade/Enxoval_Banho_Toalha_com_Capuz_Orelhinhas_Rosa.jpg;Sem Idade;Sem Idade;Não Aplicável;Enxoval/Banho;Toalha com Capuz;Toalha com Capuz e Orelhinhas;Felpa/Toalha;Rosa Claro;Não Aplicável;Não Aplicável;Sem Fechamento;Capuz com orelhinhas e acabamento branco;1;Alta;Toalha sem etiqueta de tamanho visível
